k	beta	residual	x	y
1	1.00e+00	1.73e-01	-0.2614390601	0.5703654941
2	1.00e+00	4.70e-02	0.1950871973	0.5990516364
3	1.00e+00	1.08e-02	0.5179631126	0.5906360148
4	1.00e+00	2.94e-04	0.5667969765	0.5662421755
5	1.00e+00	1.58e-07	0.5656861352	0.5656856810
6	1.00e+00	6.07e-14	0.5656854249	0.5656854249
# x_0 = (-1.0000000000, 0.5000000000)
# max_iter = 30
# required residual = 1.00e-10

# Exit by residual
# iter = 6
# Residual = 6.07e-14
# Result point = (0.5656854249, 0.5656854249)
